filename,HH,H,L,LL,n_steps,mean_abs_diff,std_diff
2103ts/PI10102_transition_020_c17_to_c5_len904.csv,0.0026193548387709,0.0026193548387709,-0.0026193548387709,-0.0026193548387709,904,0.0090145709270982,0.0748409950307826
2103ts/PI10102_transition_021_c5_to_c16_len3625.csv,1.08959999999999,1.08959999999999,-1.08959999999999,-1.08959999999999,3625,0.4453198951434877,0.5580012036023558
2103ts/PI10102_transition_022_c16_to_c14_len1475.csv,1.0800000000000125,1.0800000000000125,-1.0800000000000125,-1.0800000000000125,1475,0.445296947082768,0.559170545441082
2103ts/PI10102_transition_023_c14_to_c15_len1134.csv,1.032199999999989,1.032199999999989,-1.032199999999989,-1.032199999999989,1134,0.4279989408649598,0.5309538024136242
