index,value
11172,204.69167926286136
11173,204.67903623093892
11174,204.67435986846223
11175,204.67754226935017
11176,204.67238947996063
11177,204.65270215119497
11178,204.63690526916545
11179,204.62350816090512
11180,204.6027992939449
11181,204.59129176413623
11182,204.5806995945444
11183,204.57477307792487
11184,204.56797272559044
11185,204.57975504155647
11186,204.60800394771636
11187,204.63550429008657
11188,204.64433480962475
11189,204.62506005539328
11190,204.6099523843837
11191,204.59886341288757
11192,204.5988365376684
11193,204.5996104559274
11194,204.5931139820842
11195,204.5695537255349
11196,204.54480941619224
11197,204.5221893289861
11198,204.52255073119852
11199,204.5456763118992
11200,204.5726950501794
11201,204.64093433268008
11202,204.60862994445048
11203,204.5784765498
11204,204.54182866876587
11205,204.51123331426857
11206,204.49070108672288
11207,204.46278348947573
11208,204.42104928488067
11209,204.36546163779508
11210,204.3180972880588
11211,204.3038755699004
11212,204.29931626450136
11213,204.30325951483053
11214,204.3023456491629
11215,204.29915996385645
11216,204.3058192174269
11217,204.31688728415537
11218,204.3273306976052
11219,204.3344608757493
11220,204.33879804693703
11221,204.34035133151667
11222,204.33994819892771
11223,204.33824717923835
11224,204.3304017749441
11225,204.32455611995184
11226,204.31994761719943
11227,204.3009277034895
11228,204.29041534471904
11229,204.27308661694155
11230,204.24883931146425
11231,204.2438795998651
11232,204.23285826004425
11233,204.21683551907947
11234,204.1935983101376
11235,204.17777042093843
11236,204.1700488001229
11237,204.20674258219063
11238,204.24489951407472
11239,204.2797459025413
11240,204.31632771857616
11241,204.36188704932013
11242,204.40763440634024
11243,204.43647536266167
11244,204.4524877190429
11245,204.47322472830308
11246,204.502542224827
11247,204.52607583045568
11248,204.5419636653591
11249,204.5581289068121
11250,204.5757830878408
11251,204.59153062656415
11252,204.61042048521196
11253,204.6274274924101
11254,204.64986900841572
11255,204.682951460878
11256,204.71827558404024
11257,204.74998825573996
11258,204.77919794398323
11259,204.7909358975623
11260,204.7954076911749
11261,204.8057819906167
11262,204.82989954097545
11263,204.8473149602517
11264,204.8700338942324
11265,204.8919896339947
11266,204.9161287351505
11267,204.93980905629596
11268,204.9505848480527
11269,204.97354439514243
11270,204.9977876226421
12447,204.98642413643023
12448,204.95161436387585
12449,204.91984597695205
12450,204.89457897974685
12451,204.8644178334421
12452,204.83904276870007
12453,204.81763558577836
12454,204.79094642049188
12455,204.76647314107535
12456,204.73982638423624
12457,204.71396858903336
12458,204.6964047534655
12459,204.68468850463407
