index,value
25512,204.7185115716117
25513,204.7143464550581
25514,204.70958573216916
25515,204.69747165327476
25516,204.7004669269648
25517,204.69896764807268
25518,204.69820916288984
25519,204.6967023439857
25520,204.70258833551716
25521,204.68709692547063
25522,204.672072148985
25523,204.6554855819044
25524,204.6420050442753
25525,204.6423597319764
25526,204.6469023751788
25527,204.64803220151728
25528,204.6341019878716
25529,204.63239929390832
25530,204.6248853234573
25531,204.6116600330523
25532,204.6047169038077
25533,204.5992287352892
25534,204.5972730822598
25535,204.5908555885596
25536,204.57634880246155
25537,204.5418090646783
25538,204.5055336923128
25539,204.45063754396116
25540,204.4124594419745
25541,204.38566681591632
25542,204.36305739273615
25543,204.35969080686127
25544,204.3543777603389
25545,204.328403197068
25546,204.3060914580619
25547,204.29553042472637
25548,204.27422323156557
25549,204.25074672927892
25550,204.2408998903028
25551,204.23962681049295
25552,204.22030872782744
25553,204.2138589978681
25554,204.1906148327625
25555,204.1738432893732
25556,204.16083719445612
25557,204.13440010560336
25558,204.12060473593405
25559,204.1252175697876
25560,204.12782544280472
25561,204.1253313998444
25562,204.1180841199117
25563,204.10724939977183
25564,204.09338090425916
25565,204.07268222372792
25566,204.05850455189372
25567,204.05021536222176
25568,204.04290321535652
25569,204.04510688770048
25570,204.05557770501235
25571,204.05252797952065
25572,204.05413947318232
25573,204.0493945309809
25574,204.05069579849425
25575,204.05509413610957
25576,204.0462263134837
25577,204.03702754595196
25578,204.02148822531905
25579,204.0133489521401
25580,204.0037386071155
25581,203.9830505811748
25582,203.96260497100857
25583,203.95445583857236
25584,203.9578624773478
25585,203.95655321000584
25586,203.95969846607468
25587,203.9511448886361
25588,203.9371489139506
25589,203.92912914597696
25590,203.9362500343994
25591,203.93571932259576
25592,203.92371002902053
25593,203.9212662686076
25594,203.9253729341372
25595,203.93039763070212
25596,203.9247482031005
25597,203.91676580932835
25598,203.92013789834468
25599,203.9314824114872
25600,203.98783790217985
25601,204.00642249241528
25602,204.0103717742357
25603,204.02193623270983
25604,204.0237902579645
25605,204.01833715824608
25606,204.00394611472143
25607,203.9875595690692
25608,203.98164986167643
25609,203.9758276112848
25610,203.981824872553
25611,203.97959542454092
25612,203.98401556250667
25613,203.9824680796554
25614,203.98449231062943
25615,203.97885238664304
25616,203.9657059382763
25617,203.95623077706816
25618,203.9493103471772
25619,203.95118385420133
25620,203.9470413891105
25621,203.9449639479651
25622,203.93921285059056
25623,203.93781486045256
25624,203.93910615715717
25625,203.92108047662424
25626,203.9096762507436
25627,203.9222303998673
25628,203.9438220656661
25629,203.956847915005
25630,203.9641456415654
25631,203.96803194937007
25632,203.97776739578495
25633,203.98265841980515
25634,203.9953843209583
25635,203.99447279583
25636,203.9968486120449
25637,203.9898311341489
25638,203.9833713687353
25639,203.99045359082632
25640,203.9934151873392
25641,204.003045324622
25642,204.00948092141368
25643,204.00918581134025
25644,204.00641597408787
25645,204.0011145948837
25646,203.98904008233535
25647,204.00376489028872
25648,204.0382139343468
25649,204.07151598818908
25650,204.1081952282204
25651,204.1538489504705
25652,204.2028938140056
25653,204.2369248595916
25654,204.27040710839617
25655,204.300394378048
25656,204.33130028246535
25657,204.36211573558288
25658,204.38114301534668
25659,204.39122984935392
25660,204.40233493722036
25661,204.41702255324924
25662,204.43390498915937
25663,204.46260367818715
25664,204.49364936340305
25665,204.5115270201352
25666,204.5262273332888
25667,204.5431002823932
25668,204.56586947601423
25669,204.59069399266448
25670,204.62037662862
25671,204.64146260245585
25672,204.66560877036088
25673,204.6701249857754
25674,204.669809828085
25675,204.66699566584904
25676,204.67207568296269
25677,204.68310152735577
25678,204.68641958914708
25679,204.68986782099657
25680,204.70176234585168
25681,204.7140367872264
25682,204.71942990433104
25683,204.722003154012
25684,204.73169903198428
25685,204.7548417852769
25686,204.78079706411927
25687,204.8054775390877
25688,204.8231021922965
25689,204.8271859509287
25690,204.83451984563027
25691,204.8430915291229
25692,204.84603638137605
25693,204.8488833446648
25694,204.86831628013155
25695,204.8814170137053
25696,204.8990186494879
25697,204.9148211094061
25698,204.9294064376432
25699,204.9450380806656
25700,204.962505215767
25701,204.9806706125794
25702,204.991771318947
25705,204.99755428003328
25706,204.99983106705093
25707,204.9977290458141
25902,204.98006815036288
25903,204.95861037462623
25904,204.9158325877561
25905,204.892312216821
25906,204.8747501359357
25907,204.8828664263438
25908,204.9075976577327
25909,204.92779586521883
25910,204.9581850196407
25911,204.9884126526581
26695,204.97984602545424
26696,204.95579608185116
26697,204.925276445828
26698,204.89148911444383
26699,204.8616700467003
26700,204.83063763003443
26701,204.80409780941716
26702,204.7890076392858
26703,204.7812568459286
26704,204.7938365004441
26705,204.80606816888096
26706,204.8173930637632
26707,204.82370578034767
26708,204.8299682983397
26709,204.82170513850568
26710,204.81833395378823
26711,204.82401663767013
26712,204.82316324741376
26713,204.8267657539702
26714,204.82498637102677
26715,204.82705049739815
26716,204.80376301946356
26717,204.7803724335516
26718,204.7587806795577
26719,204.7294225499568
26720,204.71091700754
26721,204.68306116818823
26722,204.6525208302028
26723,204.61871966658651
26724,204.59928352471647
26725,204.57844157966468
26726,204.5366370881078
26727,204.48968126267548
26728,204.42487288303616
26729,204.3632241272416
26730,204.29772028730733
26731,204.2306197656896
26732,204.18142958029085
26733,204.1584633587481
26734,204.13301839814804
26735,204.1070861473759
26736,204.06644440824405
26737,204.06175222787
26738,204.1123439878317
26739,204.17924329770767
26740,204.284079886616
26741,204.38933554747555
26742,204.50431035332429
26743,204.59783651429163
26744,204.69661916551576
26745,204.7788771762174
26746,204.84814419713973
26747,204.91390426221184
26748,204.9845991569061
27137,204.9843557740573
27138,204.97293052837625
27139,204.96069366087852
27140,204.9586394940673
27141,204.9552423385903
27142,204.9631285339082
27143,204.9603231274399
27144,204.96238299703148
27145,204.9579075026191
27146,204.9528336122272
27147,204.95236255237756
27148,204.96429148062964
27149,204.9756872413705
27150,204.9839611231268
27151,204.98911691959248
27152,204.99032411003392
27153,204.98310507106555
27154,204.98394533490836
27155,204.98953739701847
27156,204.99713426756972
27157,204.9968219336404
27158,204.99851143231356
